OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1183359	254160576	ECB_00458	507876	508652	+	258	COG3622G	hydroxypyruvate isomerase
1183360	254160577	ECB_00459	508752	509630	+	292	COG2084I	tartronate semialdehyde reductase, NADH-dependent
1183360	254160578	ECB_00460	509662	509940	+	92	-	hypothetical protein
1183360	254160579	ECB_00461	509799	511253	+	484	COG1953FH	allantoin permease
1183360	254160580	ECB_00462	511313	512674	+	453	COG0044F	allantoinase
1183360	254160581	ECB_00463	512731	514032	+	433	COG2233F	putative purine permease YbbY
1183360	254160582	ECB_00464	514054	515199	+	381	COG1929G	glycerate kinase II
1183361	254160583	ECB_00465	515427	516212	-	261	COG3257R	hypothetical protein
1183361	254160584	ECB_00466	516223	517458	-	411	COG0624E	allantoate amidohydrolase
1183361	254160585	ECB_00467	517480	518529	-	349	COG2055C	ureidoglycolate dehydrogenase
1183362	254160586	ECB_00468	518846	520513	+	555	COG0074C	membrane protein FdrA
1183362	254160587	ECB_00469	520523	521782	+	419	-	hypothetical protein
1183363	254160588	ECB_00470	521889	522608	+	239	-	hypothetical protein
1183363	254160589	ECB_00471	522605	523498	+	297	COG0549E	carbamate kinase
1183364	254160590	ECB_00472	523635	524702	-	355	COG0026F	phosphoribosylaminoimidazole carboxylase ATPase subunit
1183364	254160591	ECB_00473	524699	525208	-	169	COG0041F	phosphoribosylaminoimidazole carboxylase catalytic subunit
1183364	254160592	ECB_00474	525326	526048	-	240	COG2908S	UDP-2,3-diacylglucosamine hydrolase
1183364	254160593	ECB_00475	526051	526545	-	164	COG0652O	peptidyl-prolyl cis-trans isomerase B (rotamase B)
1183365	254160596	ECB_00478	528769	528981	-	70	COG2501S	hypothetical protein
1183365	254160597	ECB_00479	528983	529849	-	288	COG0190H	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
1183366	254160599	ECB_00481	531082	531774	+	230	COG3121NU	pilin chaperone
1183366	254160600	ECB_00482	531805	534414	+	869	COG3188NU	putative outer membrane export usher protein
1183366	254160601	ECB_00483	534456	535433	+	325	COG3539NU	putative fimbrial-like adhesin protein
1183366	254160602	ECB_00484	535444	535959	+	171	COG3539NU	putative fimbrial protein
1183367	254160604	ECB_00486	536929	538092	-	387	COG4974L	putative integrase
1183367	254160605	ECB_00487	537948	538349	-	133	COG2452L	Excisionase
1183368	254160607	ECB_00489	538934	539248	-	104	-	hypothetical protein
1183368	254160608	ECB_00490	539226	539591	-	121	COG5043	putative DNA N-6-adenine-methyltransferase of bacteriophage
1183369	254160609	ECB_00492	539952	540137	+	61	-	hypothetical protein
1183369	254160610	ECB_00493	540205	540537	+	110	COG2076P	multidrug efflux protein
1183370	254160612	ECB_00495	542783	543334	+	183	COG1881R	putative kinase inhibitor
1183370	254160613	ECB_00496	543344	544141	+	265	COG2207K	putative DNA-binding transcriptional regulator
1183371	254160614	ECB_00497	544356	544811	+	151	-	hypothetical protein
1183371	254160615	ECB_00498	544811	544981	+	56	-	prophage protein NinE
1183371	254160616	ECB_00499	544974	545264	+	96	-	hypothetical protein
1183371	254160617	ECB_00500	545261	545623	+	120	COG4570L	endodeoxyribonuclease RUS
1183371	254160618	ECB_00501	545620	545760	+	46	-	hypothetical protein
1183372	254160620	ECB_00504	546947	547450	-	167	COG1662L	IS1 protein InsB
1183372	254160621	ECB_00505	547369	547644	-	91	COG3677L	IS1 protein InsA
1183373	254160622	ECB_00506	548867	549082	+	71	-	putative phage lysis protein
1183373	254160623	ECB_00507	549082	549579	+	165	COG3772R	putative lysozyme
1183373	254160624	ECB_00508	549576	550037	+	153	-	putative murein endopeptidase
1183374	254160627	ECB_00511	551306	551881	+	191	COG4220L	DNA packaging protein
1183374	254160628	ECB_00512	551841	554657	+	938	COG4733S	putative tail component of prophage
1183375	254160629	ECB_00513	554716	557061	+	781	-	hypothetical protein
1183375	254160630	ECB_00514	557058	557339	+	93	-	hypothetical protein
1183375	254160631	ECB_00515	557349	558053	+	234	-	hypothetical protein
1183375	254160632	ECB_00516	558064	558357	+	97	-	hypothetical protein
1183376	254160637	ECB_00521	562442	563332	-	296	-	hypothetical protein
1183376	254160638	ECB_00522	563333	566305	-	990	COG5010U	bacteriophage N4 receptor, outer membrane subunit
1183377	254160639	ECB_00524	568652	568822	-	56	-	bacteriophage N4 receptor, inner membrane subunit
1183377	254160640	ECB_00525	568800	569936	-	378	COG5433L	putative transposase
1183378	254160642	ECB_00527	570901	571191	-	96	-	hypothetical protein
1183378	254160643	ECB_00528	571188	571448	-	86	-	hypothetical protein
1183378	254160644	ECB_00529	571481	572038	-	185	COG3209M	hypothetical protein
1183378	254160645	ECB_00530	571890	573488	-	532	COG3501S	hypothetical protein
1183379	254160646	ECB_00531	574225	575673	-	482	COG0642T	sensor kinase CusS
1183379	254160647	ECB_00532	575663	576346	-	227	COG0745TK	DNA-binding transcriptional activator CusR
1183380	254160649	ECB_00534	578034	578366	+	110	COG5569S	periplasmic copper-binding protein
1183380	254160650	ECB_00535	578382	579605	+	407	COG0845M	copper/silver efflux system membrane fusion protein CusB
1183380	254160651	ECB_00536	579617	582760	+	1047	COG3696P	copper/silver efflux system, membrane component
1183380	254160652	ECB_00537	582862	584238	+	458	COG1113E	phenylalanine transporter
1183381	254160655	ECB_00540	586408	586776	-	122	COG2315S	hypothetical protein
1183381	254160656	ECB_00541	586841	587089	-	82	-	putative inner membrane protein
1183381	254160657	ECB_00542	587155	588273	-	372	COG2170S	carboxylate-amine ligase
1183382	254160659	ECB_00545	589570	590073	-	167	COG1662L	IS1 protein insB
1183382	254160660	ECB_00546	589992	590267	-	91	COG3677L	IS1 protein InsA
1183383	254160665	ECB_00551	595523	596647	+	374	COG2382P	enterobactin/ferric enterobactin esterase
1183383	254160666	ECB_00552	596650	596868	+	72	COG3251S	hypothetical protein
1183383	254160667	ECB_00553	596865	600746	+	1293	COG1020Q	enterobactin synthase subunit F
1183384	254160669	ECB_00555	602092	602907	-	271	COG1120PH	iron-enterobactin transporter ATP-binding protein
1183384	254160670	ECB_00556	602904	603896	-	330	COG4779P	iron-enterobactin transporter permease
1183384	254160671	ECB_00557	603893	604897	-	334	COG0609P	iron-enterobactin transporter membrane protein
1183385	254160674	ECB_00560	607593	608768	+	391	COG1169HQ	isochorismate synthase
1183385	254160675	ECB_00561	608778	610388	+	536	COG1021Q	enterobactin synthase subunit E
1183385	254160676	ECB_00562	610402	611259	+	285	COG1535Q	isochorismatase
1183385	254160677	ECB_00563	611259	612005	+	248	COG1028IQR	2,3-dihydroxybenzoate-2,3-dehydrogenase
1183385	254160678	ECB_00564	612008	612421	+	137	COG2050Q	hypothetical protein
1183386	254160682	ECB_00569	617444	618073	-	209	COG1475K	hypothetical protein
1183386	254160683	ECB_00570	618046	619107	-	353	COG3969R	hypothetical protein
1183386	254160684	ECB_00571	619132	619635	-	167	COG1662L	IS1 protein InsB
1183386	254160685	ECB_00572	619554	619829	-	91	COG3677L	IS1 protein InsA
1183386	254160686	ECB_00573	619863	620624	-	253	COG1651O	disulfide isomerase/thiol-disulfide oxidase
1183387	254160693	ECB_00580	627168	628631	-	487	COG0471P	citrate:succinate antiporter
1183387	254160694	ECB_00581	628682	629560	-	292	COG1767H	triphosphoribosyl-dephospho-CoA synthase
1183387	254160695	ECB_00582	629535	630086	-	183	COG3697HI	2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate lyase
1183387	254160696	ECB_00583	630090	631622	-	510	COG3051C	citrate lyase, citrate-ACP transferase subunit alpha
1183387	254160697	ECB_00584	631633	632541	-	302	COG2301G	citrate lyase, citryl-ACP lyase subunit beta
1183387	254160698	ECB_00585	632538	632834	-	98	COG3052C	citrate lyase subunit gamma
1183387	254160699	ECB_00586	632849	633907	-	352	COG3053C	citrate lyase synthetase
1183388	254160700	ECB_00587	633993	634496	-	167	COG1662L	IS1 protein InsB
1183388	254160701	ECB_00588	634415	634690	-	91	COG3677L	IS1 protein InsA
1183389	254160702	ECB_00589	634823	636481	+	552	COG3290T	sensory histidine kinase in two-component regulatory system with citB
1183389	254160703	ECB_00590	636450	637130	+	226	COG4565KT	two-component response regulator DpiA
1183390	254160712	ECB_00599	644220	644861	-	213	COG0321H	lipoate-protein ligase B
1183390	254160713	ECB_00600	644962	645225	-	87	COG2921S	hypothetical protein
1183391	254160715	ECB_00602	646686	647774	-	362	COG0797M	rare lipoprotein A
1183391	254160716	ECB_00603	647785	648897	-	370	COG0772D	cell wall shape-determining protein
1183391	254160717	ECB_00604	648900	650801	-	633	COG0768M	penicillin-binding protein 2
1183391	254160718	ECB_00605	650832	651299	-	155	COG1576S	rRNA large subunit methyltransferase
1183391	254160719	ECB_00606	651303	651620	-	105	COG0799S	hypothetical protein
1183392	254160720	ECB_00607	651880	652491	-	203	COG0406G	putative alpha-ribazole-5'-P phosphatase
1183392	254160721	ECB_00608	652515	653156	-	213	COG1057H	nicotinic acid mononucleotide adenylyltransferase
1183392	254160722	ECB_00609	653158	654189	-	343	COG1466L	DNA polymerase III subunit delta
1183392	254160723	ECB_00610	654189	654770	-	193	COG2980M	LPS-assembly lipoprotein RlpB
1183392	254160724	ECB_00611	654785	657367	-	860	COG0495J	leucyl-tRNA synthetase
1183393	254160730	ECB_00619	664735	665256	+	173	COG2963L	IS150 transposase A
1183393	254160731	ECB_00620	665253	666104	+	283	COG2801L	IS150 putative transposase
1183394	254160732	ECB_00621	666487	667161	-	224	COG0765E	glutamate and aspartate transporter subunit
1183394	254160733	ECB_00622	667161	667901	-	246	COG0765E	glutamate and aspartate transporter subunit
1183395	254160736	ECB_00625	671438	672976	-	512	COG0815M	apolipoprotein N-acyltransferase
1183395	254160737	ECB_00626	673001	673879	-	292	COG4535P	predicteed ion transport
1183395	254160738	ECB_00627	673969	674436	-	155	COG0319R	putative metalloprotease
1183395	254160739	ECB_00628	674433	675512	-	359	COG1702T	hypothetical protein
1183396	254160743	ECB_00632	681669	682421	-	250	COG0647G	UMP phosphatase
1183396	254160744	ECB_00633	682469	683689	-	406	COG1940KG	DNA-binding transcriptional dual regulator, repressor of N-acetylglucosamine
1183396	254160745	ECB_00634	683698	684846	-	382	COG1820G	N-acetylglucosamine-6-phosphate deacetylase
1183396	254160746	ECB_00635	684906	685706	-	266	COG0363G	glucosamine-6-phosphate deaminase
1183397	254160749	ECB_00638	690429	691835	+	468	-	putative outer membrane porin
1183397	254160750	ECB_00639	691885	692211	+	108	-	putative lipoprotein
1183398	254160755	ECB_00644	695082	695627	+	181	COG3057L	replication initiation regulator SeqA
1183398	254160756	ECB_00645	695653	697293	+	546	COG0033G	phosphoglucomutase
1183399	254160759	ECB_00648	699041	700360	-	439	COG0531E	putrescine transporter
1183399	254160760	ECB_00649	700357	702555	-	732	COG1982E	ornithine decarboxylase
1183400	254160762	ECB_00651	703151	703828	-	225	COG0745TK	DNA-binding transcriptional activator KdpE
1183400	254160763	ECB_00652	703825	706512	-	895	COG2205T	sensor protein KdpD
1183400	254160764	ECB_00653	706502	707074	-	190	COG2156P	potassium-transporting ATPase subunit C
1183400	254160765	ECB_00654	707083	709131	-	682	COG2216P	potassium-transporting ATPase subunit B
1183400	254160766	ECB_00655	709154	710827	-	557	COG2060P	potassium-transporting ATPase subunit A
1183400	254160767	ECB_00656	710827	710916	-	29	-	potassium-transporting ATPase subunit F
1183401	254160769	ECB_00658	711856	713520	+	554	COG3209M	rhsC element core protein RshC
1183401	254160770	ECB_00659	713520	713846	+	108	-	putative inner membrane protein
1183402	254160771	ECB_00660	713964	715397	+	477	COG3209M	hypothetical protein
1183402	254160772	ECB_00661	715394	715963	+	189	-	hypothetical protein
1183403	254160777	ECB_00667	719894	720403	+	169	COG3272S	hypothetical protein
1183403	254160778	ECB_00668	720400	721821	+	473	COG0415L	deoxyribodipyrimidine photolyase
1183404	254160780	ECB_00670	723612	724355	+	247	COG0327S	putative hydrolase-oxidase
1183404	254160781	ECB_00671	724378	725034	+	218	COG2049E	hypothetical protein
1183404	254160782	ECB_00672	725028	725960	+	310	COG1984E	hypothetical protein
1183404	254160783	ECB_00673	725950	726684	+	244	COG1540R	LamB/YcsF family protein
1183404	254160784	ECB_00674	726720	727511	+	263	COG0266L	endonuclease VIII
1183405	254160786	ECB_00676	728706	729767	-	353	-	putative fimbrial-like adhesin protein
1183405	254160787	ECB_00677	729764	730495	-	243	COG3121NU	putative assembly protein
1183405	254160788	ECB_00678	730510	732960	-	816	COG3188NU	putative outer membrane protein
1183405	254160789	ECB_00679	733020	733586	-	188	COG3539NU	putative fimbrial-like adhesin protein
1183406	254160791	ECB_00681	735968	736357	+	129	COG2009C	succinate dehydrogenase cytochrome b556 large membrane subunit
1183406	254160792	ECB_00682	736351	736698	+	115	COG2142C	succinate dehydrogenase cytochrome b556 small membrane subunit
1183406	254160793	ECB_00683	736698	738464	+	588	COG1053C	succinate dehydrogenase flavoprotein subunit
1183406	254160794	ECB_00684	738480	739196	+	238	COG0479C	succinate dehydrogenase iron-sulfur subunit
1183407	254160795	ECB_00685	739497	742298	+	933	COG0567C	2-oxoglutarate dehydrogenase E1 component
1183407	254160796	ECB_00686	742313	743530	+	405	COG0508C	dihydrolipoamide succinyltransferase
1183408	254160797	ECB_00687	743896	745062	+	388	COG0045C	succinyl-CoA synthetase subunit beta
1183408	254160798	ECB_00688	745062	745931	+	289	COG0074C	succinyl-CoA synthetase subunit alpha
1183409	254160800	ECB_00690	746866	748842	+	658	COG1299G	PTS system 2-O-a-mannosyl-D-glycerate specific transporter subunit IIABC
1183409	254160801	ECB_00691	748860	751493	+	877	COG0383G	alpha-mannosidase
1183410	254160802	ECB_00692	752340	753908	+	522	COG1271C	cytochrome d terminal oxidase, subunit I
1183410	254160803	ECB_00693	753924	755063	+	379	COG1294C	cytochrome d terminal oxidase, subunit II
1183410	254160804	ECB_00694	755078	755191	+	37	COG4890S	hypothetical protein
1183410	254160805	ECB_00695	755191	755484	+	97	COG3790S	hypothetical protein
1183411	254160806	ECB_00696	755634	756038	+	134	COG0824R	acyl-CoA thioester hydrolase YbgC
1183411	254160807	ECB_00697	756035	756727	+	230	COG0811U	colicin uptake protein TolQ
1183411	254160808	ECB_00698	756731	757159	+	142	COG0848U	colicin uptake protein TolR
1183411	254160809	ECB_00699	757224	758489	+	421	COG3064M	cell envelope integrity inner membrane protein TolA
1183412	254160810	ECB_00700	758622	759914	+	430	COG0823U	translocation protein TolB
1183412	254160811	ECB_00701	759949	760470	+	173	COG2885M	peptidoglycan-associated outer membrane lipoprotein
1183412	254160812	ECB_00702	760480	761271	+	263	COG1729S	tol-pal system protein YbgF
1183413	254160813	ECB_00703	762714	763757	+	347	COG0379H	quinolinate synthetase
1183413	254160814	ECB_00704	763795	764514	+	239	COG3201H	putative nicotinamide mononucleotide transporter
1183414	254160819	ECB_00709	768426	769466	-	346	COG2017G	aldose 1-epimerase
1183414	254160820	ECB_00710	769460	770608	-	382	COG0153G	galactokinase
1183414	254160821	ECB_00711	770612	771658	-	348	COG1085C	galactose-1-phosphate uridylyltransferase
1183414	254160822	ECB_00712	771668	772684	-	338	COG1087M	UDP-galactose-4-epimerase
1183415	254160823	ECB_00713	772945	774417	-	490	COG1119P	putative molybdenum transport ATP-binding protein ModF
1183415	254160824	ECB_00714	774485	775273	-	262	COG2005R	DNA-binding transcriptional regulator ModE
1183416	254160826	ECB_00716	775718	776491	+	257	COG0725P	molybdate transporter periplasmic protein
1183416	254160827	ECB_00717	776491	777180	+	229	COG4149P	molybdate ABC transporter permease
1183416	254160828	ECB_00718	777183	778241	+	352	COG4148P	molybdate transporter ATP-binding protein
1183417	254160832	ECB_00722	781388	782440	+	350	COG2828S	hypothetical protein
1183417	254160833	ECB_00723	782516	783949	+	477	COG0471P	putative transporter
1183418	254160837	ECB_00727	789498	789782	-	94	-	phage related protein
1183418	254160838	ECB_00728	789775	790113	-	112	-	hypothetical protein
1183418	254160839	ECB_00729	790059	790430	-	123	-	hypothetical protein
1183419	254160840	ECB_00730	790244	790588	+	114	-	putative Rz1 lytic protein
1183419	254160841	ECB_00731	790569	790754	+	61	-	hypothetical protein
1183420	254160842	ECB_00732	791455	792006	+	183	COG3728L	hypothetical protein
1183420	254160843	ECB_00733	792009	793631	+	540	-	hypothetical protein
1183420	254160844	ECB_00734	793631	794392	+	253	COG3567S	putative bacteriophage protein
1183420	254160845	ECB_00735	794442	794900	+	152	-	hypothetical protein
1183420	254160846	ECB_00736	794897	795295	+	132	-	hypothetical protein
1183421	254160850	ECB_00740	800059	800535	-	158	COG1881R	putative kinase inhibitor protein
1183421	254160851	ECB_00741	800594	801883	-	429	COG0161H	adenosylmethionine--8-amino-7-oxononanoate transaminase
1183422	254160852	ECB_00742	801970	803010	+	346	COG0502H	biotin synthase
1183422	254160853	ECB_00743	803007	804161	+	384	COG0156H	8-amino-7-oxononanoate synthase
1183422	254160854	ECB_00744	804148	804903	+	251	COG2226H	biotin biosynthesis protein BioC
1183422	254160855	ECB_00745	804896	805573	+	225	COG0132H	dithiobiotin synthetase
1183423	254160858	ECB_00748	809670	810659	+	329	COG2896H	molybdenum cofactor biosynthesis protein A
1183423	254160859	ECB_00749	810681	811193	+	170	COG0521H	molybdopterin biosynthesis protein B
1183423	254160860	ECB_00750	811196	811681	+	161	COG0315H	molybdenum cofactor biosynthesis protein MoaC
1183423	254160861	ECB_00751	811674	811919	+	81	COG1977H	molybdopterin synthase small subunit
1183423	254160862	ECB_00752	811921	812373	+	150	COG0314H	molybdopterin guanine dinucleotide biosynthesis protein MoaE
1183424	254160865	ECB_00755	814167	815123	-	318	COG0392S	inner membrane protein
1183424	254160866	ECB_00756	815123	816364	-	413	COG1502I	cardiolipin synthase 2
1183424	254160867	ECB_00757	816361	817122	-	253	COG3568R	putative DNase
1183425	254160869	ECB_00759	817627	818733	-	368	COG0842V	putative transporter subunit membrane component of ABC superfamily
